Object Full Name,Diameter (km),Albedo,Rotation Period (hrs),Absolute Magnitude Parameter,Epoch of Oscillation in Julian Day Form,Eccentricity,Semi-Major Axis (au),Perihelion Distance (au),Inclination (degrees),Longitude of Ascending Node (deg),Argument of Perihelion (deg),Mean Anomaly (deg),Aphelion distance (au),Mean motion (deg/day),Earth Minimum Orbit Intersection Distance (au),Potentially Hazardous Asteroid
       (2008 TE157),,,,20.7,2459800.5,0.6122,2.762,1.071,1.91,13.24,91.63,350.76,4.45,0.2147,0.0956,0
       (2008 TJ157),,,,21,2459800.5,0.5535,2.749,1.227,12.54,201.9,136.04,16.72,4.27,0.2162,0.264,0
       (2008 TK157),,,,20.7,2459800.5,0.5178,2.389,1.152,4.55,220.32,217.62,247.99,3.63,0.2669,0.175,0
       (2008 UB),,,,22.14,2459800.5,0.1588,1.5,1.262,35.91,26.08,342.54,197.28,1.74,0.5364,0.274,0
       (2008 UD),,,,24.9,2454759.5,0.3208,1.009,0.685,12.6,205.7,52.6,93.68,1.33,0.9722,0.0653,0
       (2008 UF),,,,26.2,2454764.5,0.3717,1.65,1.037,9.14,206.67,175.38,4.37,2.26,0.4648,0.0413,0
       (2008 UQ),,,,21.36,2454760.5,0.3976,1.081,0.651,12.16,32.97,184.19,159.33,1.51,0.8765,0.202,0
       (2008 UR),,,3.2,26.9,2459800.5,0.2716,1.316,0.959,4.85,205.74,229.73,26.37,1.67,0.6525,0.0212,0
       (2008 US),,,,31.4,2454760.5,0.6138,1.612,0.623,5.97,207.92,90.77,23.96,2.6,0.4815,0.000192,0
       (2008 UU),,,,24.7,2454763.5,0.6143,2.775,1.071,12.7,31.42,25.2,354.97,4.48,0.2132,0.101,0
       (2008 UV),,,,24.8,2454765.5,0.3397,1.632,1.078,13.04,205.62,185.32,0.96,2.19,0.4726,0.0829,0
       (2008 UX),,,,20.93,2459800.5,0.6814,0.8174,0.26,21.74,37.54,158.13,105.83,1.37,1.334,0.0789,0
       (2008 UE1),,,,23.9,2459800.5,0.4874,2.235,1.146,8.42,197.8,156.54,57.82,3.32,0.2951,0.152,0
       (2008 UF1),,,,26,2454763.5,0.6344,1.866,0.682,5,32.71,274.47,19.75,3.05,0.3866,0.00959,0
       (2008 UM1),,,,32.1,2454761.5,0.6827,2.338,0.742,5.29,208.94,111.87,11.54,3.93,0.2758,1.16E-05,0
       (2008 UT1),,,,22.3,2454764.5,0.4622,1.628,0.875,43.3,34.58,292.84,24.96,2.38,0.4745,0.0803,0
       (2008 UU1),,,,19.9,2459800.5,0.7503,1.608,0.401,12.09,157.18,119,300.64,2.81,0.4835,0.022,1
       (2008 UR2),,,0.083,27,2459800.5,0.369,1.42,0.896,2.37,210.71,124.15,79.49,1.94,0.5825,0.00346,0
       (2008 US2),,,,23.8,2459800.5,0.2788,1.528,1.102,4.41,35.42,14.72,99.24,1.95,0.5217,0.114,0
       (2008 UT2),,,,25.1,2454765.5,0.4843,1.808,0.932,7.59,208.58,130.83,17.96,2.68,0.4055,0.024,0
       (2008 UL3),,,,25.4,2454765.5,0.2241,1.295,1.004,6.58,205.78,240.7,324.12,1.58,0.6691,0.0705,0
       (2008 UM3),,,,24.9,2454766.5,0.2516,1.461,1.094,10.72,213.73,211.73,341.67,1.83,0.5581,0.123,0
       (2008 UN3),,,,22.1,2459800.5,0.2335,1.053,0.807,24.85,41.6,130.36,164.97,1.3,0.9127,0.136,0
       (2008 US4),0.516,0.029,5.2,20.9,2459800.5,0.6324,2.337,0.859,13.18,31.19,72.77,296.8,3.82,0.2759,0.0808,0
       (2008 US5),,,,21.3,2459800.5,0.3296,1.807,1.211,29.73,24.9,59.83,211.06,2.4,0.4058,0.346,0
       (2008 UT5),,,0.07123,24.5,2459800.5,0.554,2.276,1.015,1.61,37.6,32.57,355.74,3.54,0.287,0.0334,0
       (2008 UU5),,,,23.3,2454768.5,0.5086,2.488,1.222,15.59,209.34,170.55,4.84,3.75,0.2512,0.228,0
       (2008 UV5),,,,26.1,2454766.5,0.6032,2.589,1.027,3.52,40.53,325.27,5.86,4.15,0.2366,0.0419,0
       (2008 UA7),,,,24.9,2454771.5,0.3598,1.614,1.033,10.07,213.79,148.55,16.61,2.2,0.4806,0.0639,0
       (2008 UB7),,,,23.6,2454768.5,0.5942,1.236,0.501,2.02,219.7,287.58,317.99,1.97,0.7176,0.000957,0
       (2008 UC7),,,,27,2454766.5,0.4447,1.321,0.734,1.01,81.79,39.81,320.86,1.91,0.6492,0.0115,0
       (2008 UE7),,,3.251,20.4,2459800.5,0.4484,1.648,0.909,3.95,81.16,48.79,145.16,2.39,0.4657,0.00922,1
       (2008 UF7),,,,19.1,2459800.5,0.6054,1.65,0.651,19.86,54.91,212.92,239.6,2.65,0.4652,0.234,0
       (2008 UG7),,,,21.2,2459800.5,0.0948,1.228,1.111,40.82,208.34,120.55,100.31,1.34,0.7247,0.164,0
       (2008 UM90),,,,20.9,2454767.5,0.5058,2.198,1.086,5.97,178.47,132.25,20.69,3.31,0.3025,0.103,0
       (2008 UO90),,,,20.55,2459800.5,0.4323,2.197,1.247,5.75,220.92,100.82,116.96,3.15,0.3027,0.259,0
       (2008 UV91),,,,19.9,2459800.5,0.6145,2.211,0.852,19.49,15.4,78.58,48.61,3.57,0.2999,0.123,0
       (2008 UW91),,,,21.71,2459800.5,0.5718,1.147,0.491,7.31,247.99,282.88,2.99,1.8,0.8027,0.0204,1
       (2008 UX91),,,,24,2454768.5,0.2153,1.446,1.134,27.22,32.85,329.11,20.74,1.76,0.567,0.165,0
       (2008 UY91),,,,24.11,2454767.5,0.906,7.315,0.688,32.39,213.81,263.82,357.31,13.94,0.04982,0.109,0
       (2008 UZ91),,,,22.4,2459800.5,0.2652,1.551,1.139,17.66,215.71,134.32,75.59,1.96,0.5104,0.197,0
       (2008 UA92),,,,27.4,2454768.5,0.6052,2.602,1.027,3.05,39.55,351.56,1,4.18,0.2348,0.0336,0
       (2008 UB92),,,,24.7,2454769.5,0.344,1.538,1.009,7.26,30.93,317.5,22.96,2.07,0.5165,0.0517,0
       (2008 UB95),,,,24.8,2459800.5,0.2686,0.9897,0.724,3.26,21.61,253.58,85.72,1.26,1.001,0.000539,0
       (2008 UD95),,,,25.6,2454769.5,0.138,1.143,0.985,4.35,223.31,106.99,52.19,1.3,0.8064,0.0425,0
       (2008 UT95),,,,27.4,2459800.5,0.5751,1.814,0.771,3.81,219.83,247.72,208.92,2.86,0.4033,0.000845,0
       (2008 UU95),,,,23.64,2459800.5,0.6847,2.517,0.794,1.15,295.34,26.73,173.09,4.24,0.2468,0.0119,0
       (2008 UT99),,,,24.4,2459800.5,0.3091,1.54,1.064,1.59,261.42,116.61,86.19,2.02,0.5159,0.0707,0
       (2008 UU99),,,,25.1,2459800.5,0.5392,2.338,1.077,4.27,43.94,350.39,305.21,3.6,0.2757,0.0856,0
       (2008 UW99),,,,24.7,2459800.5,0.6163,2.465,0.946,1.47,21.3,345.41,208.63,3.98,0.2547,0.0062,0
       (2008 UP100),,,9.01,23.9,2454779.5,0.4147,1.55,0.907,5.85,232.16,109.24,27.08,2.19,0.511,0.0403,0
       (2008 UZ201),,,,21.8,2459800.5,0.498,2.328,1.169,2.99,80.9,283.19,327.33,3.49,0.2775,0.175,0
